text,activation,valence,quadrant
la verdad es que estoy de capa caída,baja,negativa,baja_negativa
no tengo energías ni para hablar ahora mismo,baja,negativa,baja_negativa
sinceramente estoy con el bajon y sin ganas de levantarme de la cama,baja,negativa,baja_negativa
siento desolado y quiero llorar,baja,negativa,baja_negativa
estoy desolado y solo en este momento,baja,negativa,baja_negativa
estoy de capa caída,baja,negativa,baja_negativa
me da lata todo y solo quiero quedarme encerrado completamente,baja,negativa,baja_negativa
estoy desolado y solo porque sí,baja,negativa,baja_negativa
sinceramente estoy por el piso,baja,negativa,baja_negativa
me noto apagado y todo me da igual,baja,negativa,baja_negativa
sinceramente me da lata todo y solo quiero quedarme encerrado,baja,negativa,baja_negativa
me siento sin fuerzas y me cuesta levantarme,baja,negativa,baja_negativa
siento una opresión en el pecho en este momento,baja,negativa,baja_negativa
me siento un vacío enorme y todo me da igual,baja,negativa,baja_negativa
me siento apagado y no le veo sentido a nada,baja,negativa,baja_negativa
la verdad es que estoy muy triste,baja,negativa,baja_negativa
me siento deprimido ahora mismo,baja,negativa,baja_negativa
no tengo fuerzas completamente,baja,negativa,baja_negativa
me siento el cuerpo pesado y quiero llorar,baja,negativa,baja_negativa
estoy desolado y solo hoy,baja,negativa,baja_negativa
estoy triste hoy,baja,negativa,baja_negativa
estoy apagado y no tengo ganas de salir,baja,negativa,baja_negativa
la verdad es que me da mucha pena lo que paso,baja,negativa,baja_negativa
me siento un vacío enorme y me cuesta levantarme,baja,negativa,baja_negativa
tengo sin fuerzas y no tengo ganas de salir,baja,negativa,baja_negativa
estoy de capa caída de verdad,baja,negativa,baja_negativa
tengo el cuerpo pesado y no puedo más,baja,negativa,baja_negativa
mi mente está nublada en este momento,baja,negativa,baja_negativa
estoy hundido y no puedo más,baja,negativa,baja_negativa
estoy muy triste porque sí,baja,negativa,baja_negativa
estoy triste,baja,negativa,baja_negativa
me siento hundido y me cuesta levantarme,baja,negativa,baja_negativa
siento profundamente deprimido y todo me da igual,baja,negativa,baja_negativa
me noto un vacío enorme y me cuesta levantarme,baja,negativa,baja_negativa
estoy completamente agotado y no le veo sentido a nada,baja,negativa,baja_negativa
me siento bajoneado,baja,negativa,baja_negativa
me noto sin fuerzas y no puedo más,baja,negativa,baja_negativa
estoy por el piso completamente,baja,negativa,baja_negativa
tengo un vacío enorme y quiero llorar,baja,negativa,baja_negativa
estoy apagado y me cuesta levantarme,baja,negativa,baja_negativa
tengo sin fuerzas y no puedo más,baja,negativa,baja_negativa
tengo sin fuerzas y no le veo sentido a nada,baja,negativa,baja_negativa
siento sin fuerzas y me cuesta levantarme,baja,negativa,baja_negativa
siento un vacío enorme y no puedo más,baja,negativa,baja_negativa
me noto completamente agotado y no puedo más,baja,negativa,baja_negativa
no tengo energías ni para hablar hoy,baja,negativa,baja_negativa
me siento hundido y quiero llorar,baja,negativa,baja_negativa
sinceramente estoy muy triste,baja,negativa,baja_negativa
la verdad es que siento una pesadez en el pecho,baja,negativa,baja_negativa
estoy un vacío enorme y no tengo ganas de salir,baja,negativa,baja_negativa
estoy hundido y quiero llorar,baja,negativa,baja_negativa
no doy más completamente,baja,negativa,baja_negativa
la verdad es que no doy más,baja,negativa,baja_negativa
mi mente está nublada porque sí,baja,negativa,baja_negativa
la verdad es que estoy por el piso,baja,negativa,baja_negativa
me noto sin ganas de nada y no le veo sentido a nada,baja,negativa,baja_negativa
tengo hundido y quiero llorar,baja,negativa,baja_negativa
me noto desolado y me cuesta levantarme,baja,negativa,baja_negativa
estoy sin ganas de nada y quiero llorar,baja,negativa,baja_negativa
sinceramente me siento como nuevo,baja,positiva,baja_positiva
la verdad es que estoy modo zen,baja,positiva,baja_positiva
siento muy tranquilo y todo fluye,baja,positiva,baja_positiva
estoy modo zen completamente,baja,positiva,baja_positiva
me noto muy en paz y mis músculos están sueltos,baja,positiva,baja_positiva
la verdad es que siento una calma inmensa,baja,positiva,baja_positiva
me siento respirando profundo y estoy disfrutando el silencio,baja,positiva,baja_positiva
siento respirando profundo y mi mente está en paz,baja,positiva,baja_positiva
me siento tranquilo y mi mente está en paz,baja,positiva,baja_positiva
estoy modo zen de verdad,baja,positiva,baja_positiva
me noto respirando profundo y mi mente está en paz,baja,positiva,baja_positiva
estoy modo zen absolutamente,baja,positiva,baja_positiva
siento una calma inmensa porque sí,baja,positiva,baja_positiva
últimamente estoy en mi centro,baja,positiva,baja_positiva
siento en paz y mis músculos están sueltos,baja,positiva,baja_positiva
estoy piola y relajado disfrutando el silencio y la calma completamente,baja,positiva,baja_positiva
tengo el cuerpo ligero,baja,positiva,baja_positiva
siento tranquilo y mis músculos están sueltos,baja,positiva,baja_positiva
me siento muy relajado y todo fluye,baja,positiva,baja_positiva
ando muy en paz y mi mente está en paz,baja,positiva,baja_positiva
últimamente estoy flotando,baja,positiva,baja_positiva
ando tranquilo y mis músculos están sueltos,baja,positiva,baja_positiva
últimamente siento una paz total,baja,positiva,baja_positiva
ando muy relajado y estoy disfrutando el silencio,baja,positiva,baja_positiva
últimamente tengo el cuerpo ligero,baja,positiva,baja_positiva
me noto en paz y estoy disfrutando el silencio,baja,positiva,baja_positiva
siento sereno y mi mente está en paz,baja,positiva,baja_positiva
ando en armonía y todo fluye,baja,positiva,baja_positiva
estoy sereno y tranquilo,baja,positiva,baja_positiva
me siento en paz y estoy disfrutando el silencio,baja,positiva,baja_positiva
estoy en paz y estoy disfrutando el silencio,baja,positiva,baja_positiva
me siento muy tranquilo y todo fluye,baja,positiva,baja_positiva
me noto muy tranquilo y estoy disfrutando el silencio,baja,positiva,baja_positiva
me noto muy relajado y mis músculos están sueltos,baja,positiva,baja_positiva
me noto muy tranquilo y mis músculos están sueltos,baja,positiva,baja_positiva
tengo el cuerpo ligero porque sí,baja,positiva,baja_positiva
estoy en armonía y todo fluye,baja,positiva,baja_positiva
me siento tranquilo y mis músculos están sueltos,baja,positiva,baja_positiva
siento una calma inmensa,baja,positiva,baja_positiva
estoy respirando profundo y mis músculos están sueltos,baja,positiva,baja_positiva
estoy tranquilo y mis músculos están sueltos,baja,positiva,baja_positiva
me noto en armonía y todo fluye,baja,positiva,baja_positiva
sinceramente disfrutando de la calma,baja,positiva,baja_positiva
la verdad es que estoy flotando,baja,positiva,baja_positiva
la verdad es que estoy sereno y tranquilo,baja,positiva,baja_positiva
estoy en paz y todo fluye,baja,positiva,baja_positiva
me noto tranquilo y mi mente está en paz,baja,positiva,baja_positiva
sinceramente estoy piola y relajado disfrutando el silencio y la calma,baja,positiva,baja_positiva
me siento en paz conmigo mismo porque sí,baja,positiva,baja_positiva
ando en armonía y mis músculos están sueltos,baja,positiva,baja_positiva
sinceramente estoy modo zen,baja,positiva,baja_positiva
siento muy en paz y mis músculos están sueltos,baja,positiva,baja_positiva
ando en paz y estoy disfrutando el silencio,baja,positiva,baja_positiva
todo está tranquilo hoy,baja,positiva,baja_positiva
estoy en paz y mis músculos están sueltos,baja,positiva,baja_positiva
estoy en las nubes absolutamente,baja,positiva,baja_positiva
me noto tranquilo y mis músculos están sueltos,baja,positiva,baja_positiva
disfrutando de la calma hoy,baja,positiva,baja_positiva
me noto tranquilo y estoy disfrutando el silencio,baja,positiva,baja_positiva
estoy sereno y estoy disfrutando el silencio,baja,positiva,baja_positiva
estoy en mi centro,baja,positiva,baja_positiva
estoy sereno y tranquilo en este momento,baja,positiva,baja_positiva
me siento muy tranquilo y mi mente está en paz,baja,positiva,baja_positiva
siento sereno y todo fluye,baja,positiva,baja_positiva
ando respirando profundo y mis músculos están sueltos,baja,positiva,baja_positiva
estoy sereno y mi mente está en paz,baja,positiva,baja_positiva
estoy muy en paz ahora mismo,baja,positiva,baja_positiva
estoy muy tranquilo y todo fluye,baja,positiva,baja_positiva
tengo el cuerpo ligero en este momento,baja,positiva,baja_positiva
la verdad es que tengo el cuerpo ligero,baja,positiva,baja_positiva
siento tranquilo y estoy disfrutando el silencio,baja,positiva,baja_positiva
siento sereno y mis músculos están sueltos,baja,positiva,baja_positiva
siento muy relajado y estoy disfrutando el silencio,baja,positiva,baja_positiva
mi respiración es pausada y tranquila porque sí,baja,positiva,baja_positiva
estoy en armonía y mi mente está en paz,baja,positiva,baja_positiva
me siento en paz conmigo mismo,baja,positiva,baja_positiva
ando en armonía y estoy disfrutando el silencio,baja,positiva,baja_positiva
me noto muy en paz y todo fluye,baja,positiva,baja_positiva
la verdad es que mi respiración es pausada y tranquila,baja,positiva,baja_positiva
estoy en paz y mi mente está en paz,baja,positiva,baja_positiva
ando tranquilo y estoy disfrutando el silencio,baja,positiva,baja_positiva
ando en paz y mi mente está en paz,baja,positiva,baja_positiva
mi respiración es pausada y tranquila,baja,positiva,baja_positiva
me noto muy en paz y estoy disfrutando el silencio,baja,positiva,baja_positiva
siento una paz total porque sí,baja,positiva,baja_positiva
siento muy relajado y todo fluye,baja,positiva,baja_positiva
últimamente mi respiración es pausada y tranquila,baja,positiva,baja_positiva
sinceramente siento una paz total,baja,positiva,baja_positiva
siento en armonía y mi mente está en paz,baja,positiva,baja_positiva
estoy en las nubes de verdad,baja,positiva,baja_positiva
ando muy relajado y mis músculos están sueltos,baja,positiva,baja_positiva
sinceramente me siento súper chill,baja,positiva,baja_positiva
me siento como nuevo de verdad,baja,positiva,baja_positiva
la verdad es que estoy en las nubes,baja,positiva,baja_positiva
me siento respirando profundo y todo fluye,baja,positiva,baja_positiva
la verdad es que disfrutando de la calma,baja,positiva,baja_positiva
sinceramente estoy muy en paz,baja,positiva,baja_positiva
estoy muy en paz,baja,positiva,baja_positiva
siento sereno y estoy disfrutando el silencio,baja,positiva,baja_positiva
siento muy en paz y mi mente está en paz,baja,positiva,baja_positiva
últimamente me siento en paz conmigo mismo,baja,positiva,baja_positiva
disfrutando de la calma en este momento,baja,positiva,baja_positiva
me siento sereno y estoy disfrutando el silencio,baja,positiva,baja_positiva
siento muy tranquilo y estoy disfrutando el silencio,baja,positiva,baja_positiva
siento tranquilo y mi mente está en paz,baja,positiva,baja_positiva
me noto respirando profundo y estoy disfrutando el silencio,baja,positiva,baja_positiva
estoy tranquilo y estoy disfrutando el silencio,baja,positiva,baja_positiva
me noto en armonía y mis músculos están sueltos,baja,positiva,baja_positiva
ando muy tranquilo y todo fluye,baja,positiva,baja_positiva
siento en armonía y todo fluye,baja,positiva,baja_positiva
ando muy en paz y mis músculos están sueltos,baja,positiva,baja_positiva
estoy muy tranquilo y mi mente está en paz,baja,positiva,baja_positiva
estoy muy relajado y mi mente está en paz,baja,positiva,baja_positiva
estoy tranquilo y todo fluye,baja,positiva,baja_positiva
estoy en las nubes,baja,positiva,baja_positiva
estoy sereno y tranquilo ahora mismo,baja,positiva,baja_positiva
todo está tranquilo en este momento,baja,positiva,baja_positiva
estoy en mi centro completamente,baja,positiva,baja_positiva
tengo el cuerpo ligero hoy,baja,positiva,baja_positiva
estoy en las nubes completamente,baja,positiva,baja_positiva
siento en paz y estoy disfrutando el silencio,baja,positiva,baja_positiva
estoy flotando,baja,positiva,baja_positiva
estoy en mi centro de verdad,baja,positiva,baja_positiva
siento respirando profundo y mis músculos están sueltos,baja,positiva,baja_positiva
últimamente estoy sereno y tranquilo,baja,positiva,baja_positiva
me siento muy tranquilo y estoy disfrutando el silencio,baja,positiva,baja_positiva
sinceramente siento una calma inmensa,baja,positiva,baja_positiva
me noto respirando profundo y todo fluye,baja,positiva,baja_positiva
me noto muy relajado y todo fluye,baja,positiva,baja_positiva
siento muy en paz y estoy disfrutando el silencio,baja,positiva,baja_positiva
me siento tranquilo y todo fluye,baja,positiva,baja_positiva
disfrutando de la calma porque sí,baja,positiva,baja_positiva
me noto respirando profundo y mis músculos están sueltos,baja,positiva,baja_positiva
ando en armonía y mi mente está en paz,baja,positiva,baja_positiva
me siento como nuevo,baja,positiva,baja_positiva
mi respiración es pausada y tranquila ahora mismo,baja,positiva,baja_positiva
me siento en paz conmigo mismo en este momento,baja,positiva,baja_positiva
estoy muy en paz y mis músculos están sueltos,baja,positiva,baja_positiva
estoy en mi centro absolutamente,baja,positiva,baja_positiva
sinceramente tengo el cuerpo ligero,baja,positiva,baja_positiva
estoy muy en paz y mi mente está en paz,baja,positiva,baja_positiva
ando en paz y mis músculos están sueltos,baja,positiva,baja_positiva
me siento súper chill completamente,baja,positiva,baja_positiva
me siento muy relajado y estoy disfrutando el silencio,baja,positiva,baja_positiva
estoy muy relajado y estoy disfrutando el silencio,baja,positiva,baja_positiva
siento en paz y todo fluye,baja,positiva,baja_positiva
estoy sereno y tranquilo hoy,baja,positiva,baja_positiva
me siento muy relajado y mis músculos están sueltos,baja,positiva,baja_positiva
últimamente estoy en las nubes,baja,positiva,baja_positiva
siento una paz total,baja,positiva,baja_positiva
estoy flotando porque sí,baja,positiva,baja_positiva
me noto en paz y todo fluye,baja,positiva,baja_positiva
siento respirando profundo y estoy disfrutando el silencio,baja,positiva,baja_positiva
estoy flotando ahora mismo,baja,positiva,baja_positiva
siento muy relajado y mi mente está en paz,baja,positiva,baja_positiva
me noto tranquilo y todo fluye,baja,positiva,baja_positiva
todo está tranquilo porque sí,baja,positiva,baja_positiva
me siento en paz y mis músculos están sueltos,baja,positiva,baja_positiva
estoy piola y relajado disfrutando el silencio y la calma,baja,positiva,baja_positiva
me siento en armonía y mi mente está en paz,baja,positiva,baja_positiva
estoy muy relajado y mis músculos están sueltos,baja,positiva,baja_positiva
últimamente me siento como nuevo,baja,positiva,baja_positiva
la verdad es que me siento como nuevo,baja,positiva,baja_positiva
estoy sereno y todo fluye,baja,positiva,baja_positiva
mi respiración es pausada y tranquila en este momento,baja,positiva,baja_positiva
ando tranquilo y todo fluye,baja,positiva,baja_positiva
estoy respirando profundo y mi mente está en paz,baja,positiva,baja_positiva
sinceramente estoy sereno y tranquilo,baja,positiva,baja_positiva
me noto sereno y todo fluye,baja,positiva,baja_positiva
me siento como nuevo completamente,baja,positiva,baja_positiva
sinceramente estoy en las nubes,baja,positiva,baja_positiva
me noto sereno y mis músculos están sueltos,baja,positiva,baja_positiva
disfrutando de la calma ahora mismo,baja,positiva,baja_positiva
últimamente estoy muy en paz,baja,positiva,baja_positiva
me siento tranquilo y estoy disfrutando el silencio,baja,positiva,baja_positiva
